Title,Acronym,DblpSeries,has CORE2023 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
International Conference on Web Information Systems and Technologies,WEBIST,webist,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Web Information Systems Engineering,WISE,wise,B,"Data management and data science, Distributed computing and systems software, ",Data management and data science,Distributed computing and systems software,
International Conference on Wireless Networks and Mobile Communications,WINCOM,wincom,National:Morocco,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference: Sciences of Electronics, Technologies of information and Telecommunication",SETIT,N/A,Unranked,"Information and Computing Sciences, , ",Information and Computing Sciences,,
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,N/A,National: Czecholslovakia,"Graphics, augmented reality and games, Computer vision and multimedia computation, ","Graphics, augmented reality and games",Computer vision and multimedia computation,
International Congress on Computational and Applied Mathematics,ICCAM,N/A,C,"Theory of computation, , ",Theory of computation,,
International Congress on Modelling and Simulation,MODSIM,N/A,Australasian C,"Artificial intelligence, , ",Artificial intelligence,,
International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,cdmake,C,"Artificial intelligence, Machine learning, Human-centred computing",Artificial intelligence,Machine learning,Human-centred computing
International CSI Computer Conference,CSICC,N/A,National: Iran,"Theory of computation, , ",Theory of computation,,
International Database Engineering and Applications Symposium,IDEAS,ideas,C,"Data management and data science, , ",Data management and data science,,
International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),EuroPar,europar,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International FLINS Conference on Robotics and Artificial Intelligence (was International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference),FLINS,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Frontiers of Algorithmics Workshop,FAW,faw,National: China,"Theory of computation, , ",Theory of computation,,
International Joint Conference on Artificial Intelligence,IJCAI,ijcai,A*,"Artificial intelligence, Machine learning, Computer vision and multimedia computation",Artificial intelligence,Machine learning,Computer vision and multimedia computation
International Joint Conference on Automated Reasoning,IJCAR,ijcar,A,"Artificial intelligence, Software engineering, Theory of computation",Artificial intelligence,Software engineering,Theory of computation
"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,ifaamas,A*,"Artificial intelligence, , ",Artificial intelligence,,
International Joint Conference on Biometrics,IJCB,icb,B,"Computer vision and multimedia computation, Cybersecurity and privacy, Human-centred computing",Computer vision and multimedia computation,Cybersecurity and privacy,Human-centred computing
International Joint Conference on Computational Intelligence,IJCCI,ijcci,C,"Artificial intelligence, Machine learning, ",Artificial intelligence,Machine learning,
"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,ic3k,C,"Data management and data science, , ",Data management and data science,,
International Joint Conference on Natural Language Processing,IJCNLP,ijcnlp,B,"Artificial intelligence, , ",Artificial intelligence,,
International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),ijcrs,C,"Artificial intelligence, , ",Artificial intelligence,,
International Joint Conference on Rules and Reasoning,RuleML+RR,rulemlrr,B,"Artificial intelligence, Theory of computation, Applied computing",Artificial intelligence,Theory of computation,Applied computing
International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Machine Vision and Image Processing Conference,IMVIP,N/A,National: ireland,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Natural Language Generation Conference,INLG,inlg,B,"Artificial intelligence, , ",Artificial intelligence,,
International Network Optimization Conference,INOC,inoc,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Picture Coding Symposium,PCS,pcs,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Symposium 'Problems of Redundancy in Information and Control Systems',Redundancy,N/A,National Russia,"Cybersecurity and privacy, Theory of computation, ",Cybersecurity and privacy,Theory of computation,
International Symposium on Algorithmic Game Theory,SAGT,sagt,B,"Theory of computation, , ",Theory of computation,,
International Symposium on Algorithms and Computation,ISAAC,isaac,A,"Theory of computation, , ",Theory of computation,,
International Symposium on Algorithms and Experiments for Wireless Networks,Algosensors,algosensors,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Applied Computational Intelligence and Informatics,SACI,saci,National: Romania,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Applied Machine Intelligence and Informatics,SAMI,N/A,National: slovakia,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Artificial Intelligence and Mathematics,ISAIM,isaim,National: USA,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Artificial Life and Robotics,AROB,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Automated Technology for Verification and Analysis,ATVA,atva,B,"Software engineering, , ",Software engineering,,
International Symposium on Automation and Robotics in Construction,ISARC,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Autonomous Decentralized Systems,ISADS,isads,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Code Generation and Optimization,CGO,cgo,A,"Software engineering, , ",Software engineering,,
International Symposium on Combinatorial Optimisation,ISCO,iscopt,C,"Theory of computation, Artificial intelligence, ",Theory of computation,Artificial intelligence,
International Symposium on Computational Geometry,SoCG,compgeom,A,"Theory of computation, , ",Theory of computation,,
International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,sbac-pad,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Distributed Computing (was WDAG),DISC,wdag,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Distributed Simulation and Real Time Applications,DS-RT,dsrt,C,"Distributed computing and systems software, Artificial intelligence, Human-centred computing",Distributed computing and systems software,Artificial intelligence,Human-centred computing
International Symposium on Empirical Software Engineering and Measurement,ESEM,esem,A,"Software engineering, , ",Software engineering,,
International Symposium on Experimental Algorithms,SEA,wea,B,"Theory of computation, , ",Theory of computation,,
International Symposium on Formal Methods (was Formal Methods Europe FME),FM,fm,A,"Software engineering, Theory of computation, ",Software engineering,Theory of computation,
International Symposium on Foundations of Intelligent Systems,ISMIS,ismis,C,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Functional and Logic Programming,FLOPS,flops,National: Japan,"Theory of computation, , ",Theory of computation,,
International Symposium on Fundamentals of Computation Theory,FCT,fct,B,"Theory of computation, , ",Theory of computation,,
International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on High Performance Computer Architecture,HPCA,hpca,A*,"CSE - Computer Systems Engineering, Distributed computing and systems software, ",CSE - Computer Systems Engineering,Distributed computing and systems software,
International Symposium on Information Theory and Its Applications,ISITA,isita,C,"Theory of computation, Cybersecurity and privacy, ",Theory of computation,Cybersecurity and privacy,
International Symposium on Innovations in Intelligent Systems and Applications,INISTA,inista,C,"Artificial intelligence, Applied computing, ",Artificial intelligence,Applied computing,
International Symposium on Intelligent Systems and Informatics,SISY,sisy,National: serbia,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Latin American Theoretical Informatics,LATIN,latin,B,"Theory of computation, , ",Theory of computation,,
"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,isola,C,"Software engineering, , ",Software engineering,,
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,lopstr,C,"Theory of computation, Software engineering, ",Theory of computation,Software engineering,
International Symposium on Mathematical Foundations of Computer Science,MFCS,mfcs,A,"Theory of computation, , ",Theory of computation,,
International Symposium on Memory Management,ISMM,iwmm,C,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,
International Symposium on Microarchitecture,MICRO,micro,TBR,"CSE - Computer Systems Engineering, , ",CSE - Computer Systems Engineering,,
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,wiopt,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Symposium on Networks, Computers and Communications",ISNCC,isncc,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Neural Networks,ISNN,isnn,C,"Machine learning, , ",Machine learning,,
"International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",Onward,onward,C,"Software engineering, , ",Software engineering,,
International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,wikis,C,"Software engineering, , ",Software engineering,,
International Symposium on Parallel and Distributed Computing,ISPDC,ispdc,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,iwpec,B,"Theory of computation, , ",Theory of computation,,
International Symposium on Robotics Research,ISRR,isrr,C,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on Search Based Software Engineering,SSBSE,ssbse,B,"Software engineering, Artificial intelligence, ",Software engineering,Artificial intelligence,
International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,seams,A,"Software engineering, , ",Software engineering,,
"International Symposium on Software Engineering: Theories, Tools, and Applications",SETTA,setta,National:China,"Software engineering, Theory of computation, ",Software engineering,Theory of computation,
International Symposium on Software Reliability Engineering,ISSRE,issre,A,"Software engineering, , ",Software engineering,,
International Symposium on Software Testing and Analysis,ISSTA,issta,A,"Software engineering, , ",Software engineering,,
International Symposium on Spatial and Temporal Databases,SSTD,ssd,B,"Applied computing, , ",Applied computing,,
International Symposium on Spatial Data Handling,SDH,N/A,C,"Applied computing, , ",Applied computing,,
International Symposium on Spatial Data Quality,ISSDQ,N/A,C,"Applied computing, , ",Applied computing,,
International Symposium on String Processing and Information Retrieval,SPIRE,spire,C,"Data management and data science, , ",Data management and data science,,
International Symposium on Symbolic and Algebraic Computation,ISSAC,issac,A,"Theory of computation, , ",Theory of computation,,
International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,synasc,National: romania,"Theory of computation, , ",Theory of computation,,
International Symposium on Technology and Society,ISTAS,N/A,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Symposium on Temporal Representation and Reasoning,TIME,time,C,"Artificial intelligence, , ",Artificial intelligence,,
International Symposium on the Mathematical Theory of Networks and Systems,MTNS,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Symposium on Theoretical Aspects of Computer Science,STACS,stacs,A,"Theory of computation, , ",Theory of computation,,
International Symposium on Theoretical Aspects of Software Engineering,TASE,tase,National: China,"Software engineering, , ",Software engineering,,
International Symposium on Ubiquitous Virtual Reality,ISUVR,N/A,National: S. Korea,"Graphics, augmented reality and games, Human-centred computing, ","Graphics, augmented reality and games",Human-centred computing,
International Symposium on Visual Computing,ISVC,isvc,National: USA,"Graphics, augmented reality and games, Computer vision and multimedia computation, ","Graphics, augmented reality and games",Computer vision and multimedia computation,
International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,itnac,Australasian C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Visualization in Transportation Symposium,TRB,N/A,National: USA,"Human-centred computing, , ",Human-centred computing,,
International Wordnet Conference (Global Wordnet Conference),GWC,wordnet,C,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,
International Work-Conference on Artificial and Natural Neural Networks,IWANN,iwann,National: Spain,"Machine learning, , ",Machine learning,,
International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,iwinac,National,"Artificial intelligence, , ",Artificial intelligence,,
International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,N/A,National,"Theory of computation, Cybersecurity and privacy, ",Theory of computation,Cybersecurity and privacy,
International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,approx,A,"Theory of computation, , ",Theory of computation,,
International Workshop on Combinations of Intelligent Methods and Applications,CIMA,N/A,C,"Artificial intelligence, Machine learning, Computer vision and multimedia computation",Artificial intelligence,Machine learning,Computer vision and multimedia computation
International Workshop on Combinatorial Algorithm,IWOCA,iwoca,C,"Theory of computation, , ",Theory of computation,,
International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,iwcia,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,coin-ws/,C,"Artificial intelligence, , ",Artificial intelligence,,
International Workshop on Critical Information Infrastructures Security,CRITIS,critis,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Workshop on Data Management on New Hardware,DaMoN,damon,C,"Data management and data science, , ",Data management and data science,,
International Workshop on Data Warehousing and OLAP,DOLAP,dolap,C,"Data management and data science, , ",Data management and data science,,
International Workshop on Digital Watermarking,IWDW,iwdw,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Workshop on Document Analysis Systems,DAS,das,B,"Data management and data science, , ",Data management and data science,,
International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,N/A,C,"Software engineering, , ",Software engineering,,
International Workshop on Formal Methods for interactive Systems,FMIS,N/A,C,"Software engineering, Human-centred computing, ",Software engineering,Human-centred computing,
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,wg,B,"Theory of computation, , ",Theory of computation,,
International workshop on High-Level Parallel Programming and Applications,HLPP,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Workshop on Information Security Applications,WISA,wisa,National: korea,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Workshop on Modelling in Software Engineering,MISE,N/A,C,"Software engineering, , ",Software engineering,,
International Workshop on MultiAgent Based Simulation,MABS,mabs,C,"Artificial intelligence, , ",Artificial intelligence,,
International Workshop on Multimedia Signal Processing,MMSP,mmsp,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Workshop on Post-Quantum Cryptography,PQCrypto,pqcrypto,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Workshop on Principles of Diagnosis,DX,N/A,C,"Software engineering, Distributed computing and systems software, ",Software engineering,Distributed computing and systems software,
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,refsq,B,"Software engineering, , ",Software engineering,,
International Workshop on Security,IWSEC,iwsec,National: Japan,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Workshop on Soft Computing Applications,SOFA,N/A,National: Romania,"Applied computing, , ",Applied computing,,
International Workshop on Software and Compilers for Embedded Systems,SCOPES,scopes,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Workshop on the Algorithmic Foundations of Robotics,WAFR,wafr,C,"Artificial intelligence, , ",Artificial intelligence,,
International Workshop on Visualization for Cyber Security,VizSec,vizsec,C,"Human-centred computing, Cybersecurity and privacy, ",Human-centred computing,Cybersecurity and privacy,
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,w2gis,C,"Applied computing, , ",Applied computing,,
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,wetice,C,"Distributed computing and systems software, Human-centred computing, ",Distributed computing and systems software,Human-centred computing,
International World Wide Web Conference,WWW,www,A*,"Distributed computing and systems software, Data management and data science, ",Distributed computing and systems software,Data management and data science,
Internet Measurement Conference,IMC,imc,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,interspeech,A,"Artificial intelligence, , ",Artificial intelligence,,
ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,N/A,C,"Applied computing, , ",Applied computing,,
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,iwsm,C,"Software engineering, , ",Software engineering,,
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,visigrapp,Multiconference,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
KES International Symposium on Intelligent Decision Technologies,KES IDT,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
Knowledge capture,K-CAP,kcap,B,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,
Knowledge Domain Visualisation,KDViz,N/A,National: UK,"Human-centred computing, , ",Human-centred computing,,
Knowledge Visualization and Visual Thinking,KV,N/A,C,"Human-centred computing, , ",Human-centred computing,,
Language Resources and Evaluation Conference,LREC,lrec,B,"Artificial intelligence, , ",Artificial intelligence,,
"Language, Data and Knowledge",LDK,ldk,C,"Artificial intelligence, Data management and data science, Applied computing",Artificial intelligence,Data management and data science,Applied computing
Latin American Conference on Informatics,CLEI,clei,C,"Artificial intelligence, Software engineering, Data management and data science",Artificial intelligence,Software engineering,Data management and data science
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,lagos,C,"Theory of computation, , ",Theory of computation,,
Logic Programming and Automated Reasoning,LPAR,lpar,B,"Theory of computation, Artificial intelligence, ",Theory of computation,Artificial intelligence,
Logical Foundations of Computer Science,LFCS,lfcs,National: USA,"Theory of computation, , ",Theory of computation,,
"Logics in Artificial Intelligence, European Conference",JELIA,jelia,A,"Theory of computation, Artificial intelligence, ",Theory of computation,Artificial intelligence,
Machine Translation Summit,MT SUMMIT,mtsummit,C,"Artificial intelligence, , ",Artificial intelligence,,
Machine Vision Applications,MVA,mva,National: japan,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,mcu,C,"Theory of computation, , ",Theory of computation,,
Malaysia International Conference on Communications,MICC,N/A,Regional,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Mathematics of Program Construction,MPC,mpc,B,"Theory of computation, , ",Theory of computation,,
Measurement and Modeling of Computer Systems,SIGMETRICS,sigmetrics,A*,"Software engineering, , ",Software engineering,,
Medical Image Computing and Computer-Assisted Intervention,MICCAI,miccai,A,"Applied computing, Computer vision and multimedia computation, ",Applied computing,Computer vision and multimedia computation,
Mensch & Computer,MuC,mc,National: Germany,"Human-centred computing, , ",Human-centred computing,,
Mobile and Ubiquitous Multimedia (ACM),MUM,mum,B,"Human-centred computing, , ",Human-centred computing,,
Modelling and Optimization: Theory and Applications,MOPTA,N/A,National: USA,"Artificial intelligence, , ",Artificial intelligence,,
Multimedia and Network Information Systems,MISSI,missi,National: Poland,"Computer vision and multimedia computation, Graphics, augmented reality and games, Artificial intelligence",Computer vision and multimedia computation,"Graphics, augmented reality and games",Artificial intelligence
National Conference of the American Association for Artificial Intelligence,AAAI,aaai,A*,"Artificial intelligence, Computer vision and multimedia computation, Machine learning",Artificial intelligence,Computer vision and multimedia computation,Machine learning
National Conference of The Australian Society for Operations Research,ASOR,N/A,Australasian C,"Artificial intelligence, , ",Artificial intelligence,,
Network and Operating System Support for Digital Audio and Video,NOSSDAV,nossdav,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
New Security Paradigms Workshop,NSPW,nspw,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
New Zealand Game Developers Conference,NZGDC,N/A,Australasian C,"Graphics, augmented reality and games, Human-centred computing, ","Graphics, augmented reality and games",Human-centred computing,
Nordic Conference on Human-Computer Interaction,NordiCHI,nordichi,Regional:Scandinavia,"Human-centred computing, , ",Human-centred computing,,
North American Association for Computational Linguistics,NAACL,naacl,A,"Artificial intelligence, , ",Artificial intelligence,,
On-Line Testing and Robust System Design,IOLTS,iolts,C,"CSE - Computer Systems Engineering, Software engineering, ",CSE - Computer Systems Engineering,Software engineering,
"Pacific Asia Conference on Language, Information and Computation",PACLIC,paclic,C,"Artificial intelligence, , ",Artificial intelligence,,
Pacific Conference on Computer Graphics and Applications,PG,pg,Journal Published,"Graphics, augmented reality and games, Computer vision and multimedia computation, ","Graphics, augmented reality and games",Computer vision and multimedia computation,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,pricai,B,"Artificial intelligence, , ",Artificial intelligence,,
Pacific Rim International Symposium on Dependable Computing,PRDC,prdc,C,"Software engineering, Distributed computing and systems software, Cybersecurity and privacy",Software engineering,Distributed computing and systems software,Cybersecurity and privacy
Pacific Rim Knowledge Acquisition Workshop,PKAW,pkaw,C,"Artificial intelligence, Machine learning, Human-centred computing",Artificial intelligence,Machine learning,Human-centred computing
Pacific Symposium on Biocomputing,PSB,psb,National: USA,"Applied computing, , ",Applied computing,,
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,pakdd,B,"Data management and data science, , ",Data management and data science,,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,psivt,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
Parallel Problem Solving from Nature,PPSN,ppsn,A,"Machine learning, , ",Machine learning,,
Passive and Active Measurement Conference,PAM,pam,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Pattern Languages of Programs,PLOP,N/A,C,"Software engineering, , ",Software engineering,,
Portuguese Conference on Artificial Intelligence,EPIA,epia,National: Portugal,"Artificial intelligence, , ",Artificial intelligence,,
Practical Applications of Agents and Multiagent Systems,PAAMS,paams,National: Spain,"Artificial intelligence, Applied computing, ",Artificial intelligence,Applied computing,
Practical Aspects of Declarative Languages,PADL,padl,C,"Software engineering, , ",Software engineering,,
Practice and Theory of Automated Timetabling,PATAT,N/A,C,"Applied computing, , ",Applied computing,,
Prague Stringology Conference,PSC,stringology,National: Czech,"Theory of computation, , ",Theory of computation,,
Principles and Practice of Parallel Programming,PPoPP,ppopp,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,popets,A,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Privacy in Statistical Databases,PSD,psd,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Product Focused Software Process Improvement,PROFES,profes,B,"Software engineering, , ",Software engineering,,
Real Time Systems Symposium,RTSS,rtss,A*,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,N/A,National: USA,"Information and Computing Sciences, , ",Information and Computing Sciences,,
Robot Soccer World Cup,RoboCup,robocup,C,"Artificial intelligence, , ",Artificial intelligence,,
Robotics: Science and Systems,RSS,rss,TBR,"CSE - Computer Systems Engineering, , ",CSE - Computer Systems Engineering,,
Semantics - International Conference on Semantic Systems,Semantics,i-semantics,"Regional: Austria, Germany, Netherlands","Data management and data science, , ",Data management and data science,,
SGAI International Conference on Artificial Intelligence,SGAI,sgai,National: UK,"Artificial intelligence, , ",Artificial intelligence,,
SIAM Conference on Discrete Mathematics,DM,N/A,C,"Theory of computation, , ",Theory of computation,,
SIAM Conference on Optimization,OP,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
SIAM International Conference on Data Mining,SDM,sdm,A,"Data management and data science, , ",Data management and data science,,
SIGGRAPH Asia,SiggraphA,siggrapha,journal published,"Graphics, augmented reality and games, Computer vision and multimedia computation, Human-centred computing","Graphics, augmented reality and games",Computer vision and multimedia computation,Human-centred computing
Simulation and Synthesis in Medical Imaging,SASHIMI,sashimi-ws,C,"Artificial intelligence, Applied computing, Computer vision and multimedia computation",Artificial intelligence,Applied computing,Computer vision and multimedia computation
Simulation Technology and Training Conference,SimTecT,N/A,Australasian C,"Artificial intelligence, , ",Artificial intelligence,,
SKLOIS Conference on Information Security and Cryptology,Inscrypt,cisc,National: China,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Smart Card Research and Advanced Application Conference,CARDIS,cardis,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Software Process Improvement and Capability Determination,SPICE,N/A,C,"Software engineering, , ",Software engineering,,
Software Product Lines Conference,SPLC,splc,B,"Software engineering, Applied computing, Artificial intelligence",Software engineering,Applied computing,Artificial intelligence
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,qrs,C,"Software engineering, , ",Software engineering,,
Static Analysis Symposium,SAS,sas,B,"Software engineering, , ",Software engineering,,
Structural and Syntactical Pattern Recognition,SSPR,ssspr,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,mascots,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Symposium of Asian Association for Algorithms and Computation,AAAC,N/A,C,"Theory of computation, , ",Theory of computation,,
Symposium on Advances in DB and Information Systems,ADBIS,adbis,C,"Data management and data science, , ",Data management and data science,,
Symposium on Geometry Processing,SGP,sgp,B,"Graphics, augmented reality and games, Computer vision and multimedia computation, ","Graphics, augmented reality and games",Computer vision and multimedia computation,
Symposium on High Performance Chips,HOTCHIPS (HCS),hotchips,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"Symposium on Networked Systems, Design and Implementation",NSDI,nsdi,National: USA,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Symposium on Parallelism in Algorithms and Architectures,SPAA,spaa,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Symposium on Reliable Distributed Systems,SRDS,srds,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,sss,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Symposium On Usable Privacy and Security,SOUPS,soups,B,"Human-centred computing, Cybersecurity and privacy, ",Human-centred computing,Cybersecurity and privacy,
"Tangible, Embedded, and Embodied Interaction",TEI,tei,B,"Human-centred computing, , ",Human-centred computing,,
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,tridentcom,National: China,"Distributed computing and systems software, , ",Distributed computing and systems software,,
The ACM International System and Storage Conference,SYSTOR,systor,National:Israel,"Distributed computing and systems software, Data management and data science, ",Distributed computing and systems software,Data management and data science,
The International Conference on Future Networks and Communications,FNC,fnc,Unranked,"Distributed computing and systems software, , ",Distributed computing and systems software,,
The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,vecos,C,"Distributed computing and systems software, Theory of computation, Software engineering",Distributed computing and systems software,Theory of computation,Software engineering
"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,raid,A,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
The Symposium of Combinatorial Search,SoCS,socs,B,"Artificial intelligence, , ",Artificial intelligence,,
The Theory and Application of Diagrams,DIAGRAMS,diagrams,C,"Artificial intelligence, , ",Artificial intelligence,,
Theoretical Aspects of Rationality and Knowledge,TARK,tark,A,"Theory of computation, , ",Theory of computation,,
Theory of Cryptography Conference,TCC,tcc,A,"Cybersecurity and privacy, Theory of computation, ",Cybersecurity and privacy,Theory of computation,
Tools and Algorithms for Construction and Analysis of Systems,TACAS,tacas,A,"Software engineering, , ",Software engineering,,
Usable Security and Privacy,USEC,N/A,National: USA,"Cybersecurity and privacy, Human-centred computing, ",Cybersecurity and privacy,Human-centred computing,
Usenix Annual Technical Conference,USENIX,usenix,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Usenix Network and Distributed System Security Symposium,NDSS,ndss,A*,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Usenix Security Symposium,USENIX-Security,uss,A*,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Usenix Symposium on Operating Systems Design and Implementation,OSDI,osdi,A*,"Distributed computing and systems software, , ",Distributed computing and systems software,,
USENIX Workshop on Hot Topics in Operating Systems,HotOS,hotos,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Utility and Cloud Computing,UCC,ucc,Unranked,"Distributed computing and systems software, Data management and data science, Applied computing",Distributed computing and systems software,Data management and data science,Applied computing
