Title,Acronym,DblpSeries,has CORE2008 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,N/A,B,", , ",,,
IFIP Working Conferences on Virtual Enterprises,PRO-VE,N/A,A,", , ",,,
Pacific Symposium on Biocomputing,PSB,psb,C,", , ",,,
Ershov Conference,PSI,ershov,B,", , ",,,
"International Conference on Probability, Statistics and Operational Research",PSOR,N/A,C,", , ",,,
Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,N/A,A,", , ",,,
Conference on the Quality of Software Architectures,QoSA,N/A,A,", , ",,,
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,qrs,A,", , ",,,
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,qshine,B,", , ",,,
International Conference on Qualitative Research in IT & IT in Qualitative Research,QualIT,N/A,B,", , ",,,
International Conference on Experimental Implementation of Quantum Computation,QuantCom,N/A,C,", , ",,,
"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,raid,A,", , ",,,
International Workshop on Randomization and Computation,RANDOM,random,A,", , ",,,
IEEE International Requirements Engineering Conference,RE,re,A,", , ",,,
International Conference on Computational Molecular Biology,RECOMB,recomb,A,", , ",,,
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,refsq,B,", , ",,,
"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,N/A,C,", , ",,,
International Workshop on Research Issues in Data Engineering,RIDE,N/A,B,", , ",,,
IASTED International Conference on Robotics and Manufacturing,RM,N/A,C,", , ",,,
Robot Soccer World Cup,RoboCup,robocup,A,", , ",,,
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,N/A,C,", , ",,,
"Annual Convention for Survey, Mapping and Remote Sensing",RS,N/A,C,", , ",,,
Cryptographers Track at RSA Conference,CT-RSA,ctrsa,B,", , ",,,
Robotics: Science and Systems,RSS,rss,A*,", , ",,,
International Conference on Reliable Software Technologies,Ada-Europe,adaEurope,A,", , ",,,
International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,N/A,A,", , ",,,
IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,rtas,A,", , ",,,
International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,rtcsa,B,", , ",,,
Workshop on Real-Time Databases,RTDB,N/A,C,", , ",,,
Real Time Systems Symposium,RTSS,rtss,A*,", , ",,,
IEEE Symposium on Security and Privacy,SP,sp,A,", , ",,,
ACM Symposium on Applied Computing,SAC,sac,B,", , ",,,
"International Conference on Computer Safety, Reliability and Security",SAFECOMP,safecomp,B,", , ",,,
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,N/A,B,", , ",,,
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,N/A,B,", , ",,,
"Symposium on Abstraction, Reformulation and Approximation",SARA,N/A,A,", , ",,,
International Symposium on Automation and Robotics in Construction,ISARC,N/A,C,", , ",,,
Static Analysis Symposium,SAS,sas,A,", , ",,,
International Conference on Theory and Applications of Satisfiability Testing,SAT,sat,A,", , ",,,
Brazilian Symposium on Databases,SBBD,N/A,B,", , ",,,
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,sca,A,", , ",,,
Scandinavian Conference on Artificial Intelligence,SCAI,N/A,B,", , ",,,
IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,IEEEscc,A,", , ",,,
International Symposium on Computational Geometry,SoCG,compgeom,A,", , ",,,
International Workshop on Software and Compilers for Embedded Systems,SCOPES,scopes,A,", , ",,,
Smart Card Research and Advanced Application Conference,CARDIS,cardis,B,", , ",,,
Summer Computer Simulation Conference,SCSC,scsc,B,", , ",,,
Australian Workshop on Safety Critical Systems and Software,SCSS,N/A,L,", , ",,,
IEEE Workshop on Speech Coding,SCW,N/A,C,", , ",,,
SIAM International Conference on Data Mining,SDM,sdm,A,", , ",,,
Unix Symposium on Operating Systems Design and Implementation,SDSDI,N/A,A,", , ",,,
IASTED International Conference on Software Engineering,SE,N/A,C,", , ",,,
IASTED International Conference on Software Engineering and Applications,SEA,N/A,C,", , ",,,
Asia-Pacific Conference on Simulated Evolution and Learning,SEAL,seal,B,", , ",,,
"IEEE International Conference on Sensing, Communication and Networking",SECON,secon,B,", , ",,,
International Conference on Information Security and Cryptography,SECRYPT,secrypt,C,", , ",,,
Usenix Security Symposium,USENIX-Security,uss,B,", , ",,,
International Conference on Software Engineering: Education and Practice,SEEP,N/A,B,", , ",,,
International Conference on Software Engineering and Formal Methods,SEFM,sefm,B,", , ",,,
International Conference on Software Engineering and Knowledge Engineering,SEKE,seke,B,", , ",,,
Sensor Networks,Sensor Networks,N/A,C,", , ",,,
ACM Conference on Embedded Networked Sensor Systems,SENSYS,sensys,A*,", , ",,,
International Conference on Sequences and their Applications,SETA,N/A,B,", , ",,,
Scottish Functional Programming Workshop,SFP,N/A,C,", , ",,,
International NZ Conference on Computer-Human Interaction,SIGCHI-NZ,N/A,B,", , ",,,
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,sigcomm,A*,", , ",,,
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,sigcse,A,", , ",,,
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,siggraph,A*,", , ",,,
ACM International Conference on Research and Development in Information Retrieval,SIGIR,sigir,A*,", , ",,,
ACM International Conference on Knowledge Discovery and Data Mining,KDD,kdd,A*,", , ",,,
Measurement and Modeling of Computer Systems,SIGMETRICS,sigmetrics,A*,", , ",,,
ACM Special Interest Group on Management of Data Conference,SIGMOD,sigmod,A*,", , ",,,
ACM SIGOPS European Workshops,SIGOPS-EW,N/A,B,", , ",,,
Simulation Technology and Training Conference,SimTecT,N/A,C,", , ",,,
IASTED International Conference on Signal and Image Processing,SIP,N/A,C,", , ",,,
Spatial Information Research Centre Colloquium,SIRC,N/A,C,", , ",,,
International Colloquium on Structural Information and Communication Complexity,SIROCCO,sirocco,B,", , ",,,
Spatial Information Science and Technology Conference,SIST,N/A,C,", , ",,,
Society for Information Technology and Teacher Education Conference,SITE,N/A,C,", , ",,,
"IEEE Conference on Systems, Man and Cybernetics",SMC,smc,B,", , ",,,
IEEE International Symposium on Software Metrics,SMS,N/A,A,", , ",,,
ACM/SIAM Symposium on Discrete Algorithms,SODA,soda,A*,", , ",,,
Conference on Software in Telecommunications and Computer Networks,SOFTCOM,softcom,B,", , ",,,
"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,somet,B,", , ",,,
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,sosp,A*,", , ",,,
Symposium on Parallelism in Algorithms and Architectures,SPAA,spaa,A,", , ",,,
ACM Symposium on Principles of Database Systems,SPDS,N/A,C,", , ",,,
Workshop on Security and Privacy in e-Commerce,SPEC,N/A,B,", , ",,,
Software Process Improvement and Capability Determination,SPICE,N/A,A,", , ",,,
Singapore International Conference on Intelligent Systems,SPICIS,N/A,B,", , ",,,
International Symposium on String Processing and Information Retrieval,SPIRE,spire,B,", , ",,,
Software Quality Conference,SQC,N/A,C,", , ",,,
International Conference on Software Quality Management,SQM,N/A,C,", , ",,,
Symposium on Reliable Distributed Systems,SRDS,srds,A,", , ",,,
Symposium on Requirements Engineering for Information Security,SREIS,N/A,C,", , ",,,
Software Education Conference,SRIG-ET,N/A,C,", , ",,,
IFAC Conference on System Structure and Control,SSSC,N/A,C,", , ",,,
International Conference on Scientific and Statistical Data Base Management,SSDBM,ssdbm,A,", , ",,,
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet",SSGRR,N/A,C,", , ",,,
Structural and Syntactical Pattern Recognition,SSPR,ssspr,A,", , ",,,
ACM Symposium on Software Reusability,SSR,ssr,A,", , ",,,
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,sss,C,", , ",,,
Australasian Speech Science and Technology,SST,N/A,B,", , ",,,
International Symposium on Spatial and Temporal Databases,SSTD,ssd,A,", , ",,,
International Symposium on Theoretical Aspects of Computer Science,STACS,stacs,A,", , ",,,
Software Technology and Engineering Practice Conference,STEP,N/A,B,", , ",,,
International Conference on Systems Thinking in Management,STM,N/A,C,", , ",,,
ACM Symposium on Theory of Computing,STOC,stoc,A*,", , ",,,
Scandinavian Workshop on Algorithm Theory,SWAT,N/A,A,", , ",,,
International Conference on Software Development,SWDC,N/A,B,", , ",,,
International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,tableaux,A,", , ",,,
Tools and Algorithms for Construction and Analysis of Systems,TACAS,tacas,A,", , ",,,
Theory and Applications of Knowledge MAnagement,TAKMA,N/A,C,", , ",,,
Theoretical Aspects of Rationality and Knowledge,TARK,tark,A,", , ",,,
International Conference on Technology Education,TE,N/A,C,", , ",,,
IEEE Region 10 Conference,Tencon,tencon,C,", , ",,,
Technology for Interactive Digital Storytelling (merged into ICIDS in 2008),TIDSE,N/A,C,", , ",,,
International Symposium on Temporal Representation and Reasoning,TIME,time,A,", , ",,,
Text Retrieval Conference,TREC,N/A,A,", , ",,,
Conference in Uncertainty in Artificial Intelligence,UAI,uai,A*,", , ",,,
ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,huc,A*,", , ",,,
ACM Symposium on User Interface Software and Technology,UIST,uist,A,", , ",,,
UK Academy of Information Systems Conference,UKAIS,N/A,B,", , ",,,
United Kingdom Systems Society,UKSS,N/A,B,", , ",,,
Unconventional Models of Computation,UMC,N/A,B,", , ",,,
Usenix Annual Technical Conference,USENIX,usenix,A,", , ",,,
Unix Symposium on Internet Technologies,USITS,N/A,A,", , ",,,
University of Western Australia Computer Science Research Conference,UWACS,N/A,L,", , ",,,
IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,vcip,A,", , ",,,
IFIP Working Conference on Visual Database Systems,VDbS,N/A,C,", , ",,,
SPIE Conference on Visual Data Exploration and Analysis,VDEA,N/A,C,", , ",,,
International Conference on Virtual Execution Environments,VEE,vee,B,", , ",,,
"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,N/A,C,", , ",,,
Pan-Sydney Area Workshop on Visual Information Processing,VIP,N/A,C,", , ",,,
International Conference on Visual Information Systems,VISUAL,N/A,C,", , ",,,
IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,vl,A,", , ",,,
International Conference on Very Large Databases,VLDB,vldb,A*,", , ",,,
Visual Languages and Formal Methods,VLFM,N/A,C,", , ",,,
Symposia on VLSI Technology and Circuits,VLSI,N/A,A,", , ",,,
International Conference on VLSI Design,VLSID,vlsid,C,", , ",,,
"Verification, Model Checking and Abstract Interpretation",VMCAI,vmcai,A,", , ",,,
International Conference on Virtual Systems and MultiMedia,VSMM,vsmm,C,", , ",,,
IEEE Vehicular Technology Conference,VTC,vtc,B,", , ",,,
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,w2gis,C,", , ",,,
Workshop on Algorithms in Bioinformatics,WABI,wabi,B,", , ",,,
IEEE Workshop on Applications of Computer Vision,WACV,wacv,A,", , ",,,
Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,wads,A,", , ",,,
Workshop on Algorithm Engineering,WAE,N/A,B,", , ",,,
International Conference on Web-Age Information Management,WAIM,waim,C,", , ",,,
International Workshop on Artificial Intelligence and Statistics,WAIS,N/A,B,", , ",,,
International Conference and Workshops on Algorithms and Computation,WALCOM,walcom,C,", , ",,,
Australian Information Warfare and Security Conference,WarSec,N/A,L,", , ",,,
Workshop on Algorithms And Models For The Web Graph,WAW,waw,C,", , ",,,
Western Australian Workshop on Information Systems Research,WAWISR,N/A,L,", , ",,,
World Computer Congress,WCC,N/A,C,", , ",,,
World Conference on Computers in Education,WCCE,N/A,C,", , ",,,
World Congress on Expert Systems,WCES,N/A,B,", , ",,,
IEEE Wireless Communications and Networking Conference,WCNC,wcnc,B,", , ",,,
World Congress on Neural Networks,WCNN,N/A,B,", , ",,,
IEEE Working Conference on Reverse Engineering,WCRE,N/A,B,", , ",,,
World Congress on Systems Simulation,WCSS,N/A,B,", , ",,,
International Workshop on Web Content Caching and Distribution,WCW,N/A,B,", , ",,,
Workshop on Distributed Algorithms (DISC since 1998),WDAG,N/A,B,", , ",,,
Western Decision Sciences Institute Conference,WDSI,N/A,C,", , ",,,
International Workshop on the Web and Databases,WebDB,webdb,C,", , ",,,
International Conference on Web Information Systems and Technologies,WEBIST,webist,C,", , ",,,
World Conference on the WWW and Internet,WebNet,N/A,C,", , ",,,
International Workshop on Entertainment Computing,WEC,N/A,C,", , ",,,
International Workshop on Functional and Constraint Logic Programming,WFLP,wflp,C,", , ",,,
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,wg,B,", , ",,,
Australasian Women in Computing Workshop,WIC,N/A,L,", , ",,,
International Computer Symposium Workshop,WICS,N/A,C,", , ",,,
International Conference on Software Architecture (was previously WICSA),ICSA,icsa,A,", , ",,,
ACM Workshop on Web Information and Data Management,WIDM,N/A,C,", , ",,,
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,wiopt,B,", , ",,,
International Conference on Web Information Systems Engineering,WISE,wise,A,", , ",,,
"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,N/A,C,", , ",,,
"Workshop on Logic, Language, Information and Computation",WoLLIC,wollic,B,", , ",,,
IEEE International Conference on Parallel Processing Workshops,WoPP,N/A,C,", , ",,,
IEEE International Workshop on Object-Oriented Real-Time Dependable Systems,WORDS,N/A,B,", , ",,,
"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,N/A,C,", , ",,,
"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,wowmom,A,", , ",,,
Winter Simulation Conference,WSC,wsc,B,", , ",,,
Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,N/A,C,", , ",,,
International Conference on Worldwide Computing and Its Applications,WWCA,N/A,C,", , ",,,
International World Wide Web Conference,WWW,www,A*,", , ",,,
"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,zum,C,", , ",,,
"Informatics in Education (journal, congress, symposium, etc all under this name - can't rank)",,N/A,C,", , ",,,
IEEE International Symposium on Network Computing and Applications,NCA,nca,C,", , ",,,
IEEE International Symposium on Artificial Life,IEEE Alife,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,sc,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE Information Visualization Conference,IEEE InfoVis,infovis,A*,", , ",,,
